Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9,vecEff10,vecEff11
1070,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1080,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1090,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1100,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1110,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1120,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1130,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1140,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1150,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1160,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1170,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1180,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1190,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1200,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1210,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1220,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1230,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1240,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1250,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1260,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1270,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1280,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1290,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1300,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1310,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1320,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1330,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1340,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1350,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1360,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1370,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1380,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1390,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1400,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1410,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1420,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1430,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1440,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1450,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1460,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1470,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1480,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1490,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1500,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1510,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1520,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1530,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1540,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1550,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1560,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1570,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1580,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1590,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1600,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1610,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1620,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1630,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1640,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
1650,-926.4923,2.122793e-08,0.4030709,0.8031117,0.9470177,0.7998692,0.6764578,0.7703729,0.3980468,0.7441838,0.6433856,0.5371727,0.8038882
