Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8
1190,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1200,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1210,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1220,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1230,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1240,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1250,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1260,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1270,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1280,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1290,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1300,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1310,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1320,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1330,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1340,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1350,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1360,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1370,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1380,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1390,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1400,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1410,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1420,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1430,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1440,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1450,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1460,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1470,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1480,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1490,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1500,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1510,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1520,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1530,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1540,-1002.495,2.011589e-08,0.2979711,0.9015198,0.7468016,0.6603771,0.2073626,0.3975406,0.7542506,0.07036797
1550,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1560,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1570,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1580,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1590,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1600,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1610,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1620,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1630,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1640,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1650,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1660,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1670,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1680,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1690,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1700,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1710,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1720,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1730,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1740,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1750,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1760,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1770,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1780,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1790,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1800,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1810,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1820,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1830,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1840,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1850,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1860,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
