Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9,vecEff10,vecEff11,vecEff12
3200,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3210,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3220,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3230,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3240,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3250,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3260,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3270,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3280,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3290,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3300,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3310,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3320,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3330,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3340,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3350,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3360,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3370,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3380,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3390,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3400,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3410,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3420,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3430,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3440,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3450,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3460,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3470,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3480,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3490,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3500,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3510,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3520,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3530,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3540,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3550,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3560,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3570,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3580,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3590,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3600,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3610,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3620,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3630,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3640,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3650,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3660,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3670,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3680,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3690,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3700,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3710,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3720,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3730,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3740,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3750,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3760,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3770,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3780,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3790,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3800,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3810,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3820,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3830,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3840,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3850,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3860,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3870,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3880,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3890,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3900,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3910,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3920,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3930,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3940,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3950,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3960,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3970,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3980,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
3990,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4000,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4010,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4020,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4030,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4040,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4050,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4060,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4070,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4080,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4090,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4100,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4110,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4120,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4130,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4140,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4150,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4160,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4170,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4180,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4190,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4200,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4210,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4220,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4230,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4240,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4250,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4260,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4270,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4280,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4290,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4300,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4310,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4320,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4330,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4340,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4350,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4360,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4370,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4380,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4390,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4400,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4410,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4420,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4430,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4440,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4450,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4460,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4470,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4480,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4490,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4500,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4510,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4520,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4530,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4540,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4550,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4560,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4570,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4580,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4590,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4600,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4610,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4620,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4630,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4640,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4650,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4660,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4670,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4680,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4690,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4700,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4710,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4720,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4730,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4740,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4750,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4760,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4770,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4780,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
